0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0.39088591317657223,0.7506663224257698,0.2066620803288028,0.14995406143764825,0.8884870373556546,0.18024283220177498,0.45060007871874896,0.7904511739190746,0.7261321383111373,0.21927693850148267,0.13055212155026083,0.201981709740694,0.6635168017975921,0.18576428221737637,0.2180647944673899,0.9189528192186804,0.2737169478783752,0.2544071745657864,0.9721952805965497,0.7364916726250584,0.7832684899427788,0.5225514221549572,0.6635818491071539,0.3224023148897624,0.5050257733736973,0.9230613722561518,0.08342916643344062,0.03879811099314488,0.49081533568275443,0.14141032533304584,0.8936725497486104,0.10500141564157038,0.06137089452499049,0.4996433906486652,0.42029322493855653,0.3346049131371839,0.010153098253546064,0.8297479580686297,0.9020182163358267
0.03971098495795359,0.1667287954193943,0.4584721558264159,0.06928681987432048,0.13233488777895025,0.8528688950494943,0.48944580232175866,0.1715830950632184,0.05617886997890109,0.3638870387949445,0.10665714570139266,0.6444931050182886,0.4597128421794379,0.005790939039869389,0.40886453838992454,0.4284692208524784,0.3628537650950919,0.8337136376100777,0.2626425043397262,0.0952875843438567,0.08908001137058537,0.4386206045276985,0.3955385984860759,0.6433074000809371,0.9546563232835541,0.1390261409426068,0.22489103696330617,0.15449870235417354,0.8085961034159683,0.8435157825807073,0.09692387603201683,0.44794458057781295,0.9560105009513735,0.7978026479929963,0.4985583743135735,0.7824244576440651,0.3517602424129485,0.4407384909547041,0.5613122971866245
0.5103326615725134,0.5628576272308271,0.15097370473380387,0.590459659034625,0.9392723835250762,0.020781976286660966,0.6240696386059169,0.1901463305856102,0.7732941628418862,0.6221302387768155,0.29672515550005685,0.9167054720613037,0.22155038964311277,0.6906936526112871,0.3672470104585506,0.1813399565662855,0.22325014685288638,0.46103589829380665,0.22264960446662907,0.28826108800672773,0.37019991566654925,0.8219627971872565,0.5421911674913568,0.1561672328279025,0.16890140593393624,0.5847395317332775,0.6508536955177041,0.25974753764845954,0.7931544529015493,0.3040707245418481,0.7091993480215051,0.9817067656588406,0.11509527023414559,0.7615580671552419,0.684844242950692,0.6920144386938392,0.5310217273525876,0.2485404226716618,0.26710902573298023
0.3200145008953109,0.320395205603872,0.4117691107511984,0.7522600161793238,0.25877213027908536,0.5634563023414265,0.4866452642740531,0.20082812450701495,0.9714041160952314,0.9328554368915315,0.5827782922945564,0.7226095700610601,0.697164676790817,0.9159882632112011,0.18334248248918847,0.26505602029174236,0.5843497088570696,0.335425965805976,0.5946968207744695,0.07610490499616421,0.8898022870954907,0.5899293308852883,0.041358577036085906,0.7209062019525205,0.6996064798324448,0.030729498879275813,0.3549655641618032,0.13985220615592403,0.1476050858612086,0.72070787025516,0.8386108901570785,0.4310063656033173,0.743232853753962,0.9498517376405227,0.21467026828849767,0.9039742287520397,0.37870230224441415,0.07771948004021183,0.5972727706311917
0.2200462770825199,0.8057562313797706,0.5911141203263125,0.682857698101635,0.6998732373476685,0.1307530751246005,0.12610197348317048,0.676403993938958,0.9183830791826045,0.057830010961978574,0.9657900000071531,0.7034214407634793,0.7788253017210648,0.9297244357442745,0.7024007121300143,0.14506637067061745,0.6439954861576779,0.7566132808362643,0.3624876618852903,0.962477608929848,0.5155964286964934,0.3866790923420473,0.4438327939277419,0.17597488748809215,0.2632759624441327,0.8419604399008462,0.27838420713525186,0.28433605096107545,0.9249951383958641,0.49200026704098454,0.4202855476080611,0.25411425905433443,0.8004620172531792,0.2901053731904224,0.9019876389006172,0.5003091164890136,0.20223316153874532,0.1548129615458428,0.06284149173899502
0.9452552557446372,0.9638282713078862,0.765885863125449,0.3266328164128763,0.6590035883353256,0.6152966884972,0.10284641243751098,0.34487009738089947,0.8476707558308872,0.7497651651793964,0.5765209220555708,0.7931223619240114,0.51551300796392,0.5311427714693712,0.9029218909766664,0.23066662853663358,0.23982107771472116,0.3960536578751864,0.6643063413034374,0.47929321991068136,0.4176218411452945,0.04143511453590476,0.7957949415650211,0.4319332470142962,0.6182757877320543,0.34354364670323484,0.023235823869321437,0.37534230879589836,0.8305950084097544,0.5932305531922581,0.8815606725948268,0.5592189366392007,0.3419793047828301,0.8587640508344501,0.4646742591691905,0.04051200021337911,0.3852206614547986,0.12349237057692142,0.14035591016152793
0.8531366000494891,0.9460171314602038,0.19229861464289977,0.7029432604102951,0.1729671671650784,0.7305001082706988,0.6639892459975584,0.5323110519064407,0.7478614046955879,0.8509486692917119,0.4869204358810766,0.31157630705290434,0.9092974231400938,0.33067700665028943,0.823928286670958,0.48493523824301515,0.9813981384426247,0.923156407609272,0.694206916061253,0.29868443871071015,0.600907573810852,0.004721367403015816,0.6066988739798816,0.7527549582084461,0.2106686473975264,0.405492184669789,0.6384156297229298,0.07406136779207188,0.3153330980538055,0.3670963065491214,0.639727476728969,0.5135974028750584,0.03840350733313183,0.6100388932667187,0.6020868860767306,0.19969601763912376,0.06198068379013919,0.9364302298263172,0.8968915770140278
0.551390042853458,0.4743416920549351,0.12915330756744997,0.8034612048360505,0.8725026573784889,0.538561305036294,0.27282316421091984,0.9240487726350568,0.5957018218108909,0.6340795190768765,0.6932317673083372,0.4434294969231865,0.6323872944176472,0.03488209290376003,0.7065703758539074,0.7631468995585299,0.06362454538617704,0.07488747343893142,0.9572512457778153,0.001427529686013263,0.5833827976848512,0.23644548662743764,0.332111396114894,0.006295147642331975,0.28915421034416705,0.505769548935405,0.8876671441560408,0.17391808590088587,0.45935009726628206,0.4487318712772397,0.26247279420810526,0.8023551712117721,0.6045796852542665,0.7905514905345248,0.15952419345785293,0.5644445566879862,0.020138981945460026,0.2970735519024528,0.2409674230103069
0.6445958261596793,0.7069419167166309,0.3767309999929228,0.4902980763573737,0.7396819500072116,0.7857860289561964,0.7080576585165125,0.255777466930617,0.9277457014185553,0.5279962887221072,0.23663960425653321,0.29799934537306105,0.7059036049245374,0.30592248634105057,0.9785363748531003,0.31464930204550035,0.09687286172880569,0.4852073024188974,0.1136113957404472,0.6493305323120149,0.3000538499961189,0.06637537739354778,0.47726220459043056,0.06107123808991763,0.45541026758458775,0.3088006293733028,0.9388656667077597,0.20959269321230098,0.07654882085018629,0.8849330839728924,0.7398373030106584,0.8603505372135247,0.006574884419559162,0.018565873742520722,0.7871615496652351,0.019593040918063877,0.991362261648087,0.2278114512016253,0.977599292363836
0.15764550472231284,0.9088485345381057,0.09952295016045697,0.18009894488323697,0.5324205335053036,0.658661101532265,0.4185518236163085,0.362527105099258,0.7326036164295349,0.5603424474762388,0.04736713311921049,0.6700977996465362,0.2938940417114183,0.23052159612693984,0.06469424927783392,0.8369910754914448,0.16402735412897387,0.02021354885041466,0.03458344895971725,0.7712252815332431,0.9259679324707515,0.8128665506212521,0.45008628702525794,0.7691169433146848,0.9787589255448199,0.4208892476615051,0.5524729429638197,0.7055112934115146,0.6277212075370295,0.5281260378393047,0.8986193221864247,0.7620143949243424,0.29749488021858733,0.20469406006652352,0.9912702328857461,0.7811265334407673,0.17176374350089638,0.8818870320318983,0.465247397979853
