0,1,2,3,4,5,6,7
0.0,0.1058,0.2205,0.3531,24.1488,23.5249,22.4789,851.069
0.0,0.2344,0.2205,0.3547,24.0256,23.3889,22.3526,783.02
0.0,0.2293,0.2203,0.3544,23.538,23.1488,22.1887,787.335
0.0,0.2097,0.2196,0.3519,23.4665,23.0642,22.0901,794.11
0.0,0.1835,0.2185,0.3483,23.1985,22.8218,21.9254,820.643
0.0,0.1602,0.2176,0.345,23.1171,22.7134,21.8081,851.168
0.0,0.2765,0.2584,0.3452,23.6963,23.1333,21.9799,783.353
0.0,0.2713,0.2572,0.345,23.7438,23.294,22.1194,798.615
0.0,0.25,0.2527,0.3426,23.3719,23.001,22.0076,804.789
0.0,0.2285,0.2493,0.34,23.4806,23.0643,22.0057,830.05
0.0,0.2081,0.2465,0.3374,22.8634,22.5482,21.7299,849.714
0.0,0.2416,0.2462,0.3379,22.409,22.1259,21.4167,828.554
0.0,0.2397,0.2459,0.3385,22.3966,22.0825,21.2852,834.749
0.0,0.2811,0.2973,0.3397,21.3758,21.223,20.7772,793.131
0.0,0.2604,0.2886,0.3379,21.0927,20.9256,20.4493,799.21
0.0,0.2444,0.2809,0.3361,19.8357,19.8331,19.7432,828.178
0.0,0.2296,0.2735,0.3343,18.9004,18.9547,19.0291,848.788
0.0,0.2192,0.2682,0.3331,18.8013,18.7669,18.6659,863.542
0.0,0.2018,0.2589,0.3308,18.7512,18.6677,18.453,872.546
0.0,0.1841,0.2538,0.3285,18.9119,18.7566,18.3902,887.866
0.0,0.1823,0.2534,0.3292,21.5505,20.8693,19.4471,897.067
0.0,0.1663,0.2501,0.3269,21.9687,21.3667,20.0177,898.709
0.0,0.152,0.2478,0.325,21.8323,21.319,20.1812,912.399
0.0,0.1415,0.2463,0.3235,21.9152,21.3918,20.2895,923.564
0.0,0.281,0.4049,0.3243,22.1166,21.5562,20.426,798.364
0.0,0.2786,0.4121,0.3245,22.3427,21.906,20.6896,793.316
0.0,0.2772,0.4116,0.3251,22.4788,22.0571,20.8669,801.653
0.0,0.2565,0.4025,0.3235,21.9445,21.6347,20.7132,803.554
0.0,0.2412,0.3919,0.3218,21.63,21.3443,20.5253,831.262
0.0,0.2264,0.3813,0.32,20.7457,20.581,20.0652,847.919
0.0,0.2157,0.3733,0.3187,20.0767,19.9582,19.5889,862.333
0.0,0.2025,0.3639,0.317,19.7945,19.6551,19.2665,872.762
0.0,0.1905,0.3552,0.3154,19.9573,19.7376,19.189,885.328
0.0,0.176,0.3454,0.3135,20.5383,20.1938,19.3848,897.051
0.0,0.1634,0.3368,0.3118,21.059,20.6338,19.6614,910.621
0.0,0.1474,0.3257,0.3096,21.7016,21.1793,20.0292,922.667
0.0,0.1324,0.3154,0.3074,22.264,21.6632,20.4007,937.931
0.0,0.1268,0.3057,0.3053,22.7387,22.0693,20.7404,952.174
0.0,0.1233,0.2964,0.3033,23.1429,22.4318,21.0531,962.726
0.0,0.2218,0.2935,0.3027,23.2268,22.5451,21.2288,912.156
0.0,0.209,0.2867,0.3012,22.6097,22.2063,21.1258,922.239
0.0,0.196,0.2796,0.2995,21.6369,21.3852,20.6781,937.609
0.0,0.1935,0.2783,0.2999,21.5563,21.2496,20.4769,949.593
0.0,0.1831,0.2725,0.2986,21.7253,21.3607,20.4691,952.416
0.0,0.1695,0.2647,0.2968,21.6275,21.2732,20.4126,963.107
0.0,0.1612,0.2605,0.2956,21.1893,20.8977,20.1908,976.031
0.0,0.155,0.2581,0.2947,20.3616,20.1886,19.7419,983.667
0.0,0.1441,0.2545,0.293,19.96,19.79,19.3813,989.23
0.0,0.2826,0.4079,0.2939,19.3701,19.2546,18.9666,869.59
0.0,0.281,0.4213,0.3427,20.0625,19.8119,19.1186,759.713
0.0,0.2709,0.4172,0.3421,20.6145,20.2858,19.405,768.421
0.0,0.2553,0.4056,0.341,20.966,20.6114,19.6566,781.242
0.0,0.2435,0.3959,0.3396,20.7752,20.4788,19.6616,801.957
0.0,0.2349,0.3889,0.3386,20.1437,19.9494,19.3835,818.547
0.0,0.2306,0.3872,0.339,20.5893,20.2734,19.4707,810.263
0.0,0.2193,0.3776,0.3376,20.3805,20.115,19.4074,819.192
0.0,0.2103,0.3704,0.3363,19.5147,19.3869,18.9965,839.025
0.0,0.2016,0.3633,0.335,18.7308,18.6784,18.4856,850.308
0.0,0.1929,0.356,0.3337,18.367,18.3024,18.1107,860.959
0.0,0.1853,0.3496,0.3325,17.7299,17.7243,17.6617,870.576
0.0,0.1798,0.345,0.3316,16.715,16.8264,17.0164,879.033
0.0,0.1752,0.3411,0.3308,15.8642,16.0322,16.3605,885.141
0.0,0.1715,0.338,0.3301,15.4863,15.6201,15.8963,890.264
0.0,0.1678,0.3349,0.3295,15.1808,15.2958,15.5332,894.504
0.0,0.1643,0.332,0.3288,15.0933,15.1608,15.3032,898.689
0.0,0.1598,0.3282,0.328,15.3005,15.2833,15.2548,902.64
0.0,0.1551,0.3245,0.3272,15.6113,15.5173,15.328,907.583
0.0,0.1503,0.3206,0.3263,16.0241,15.8512,15.5009,912.515
0.0,0.145,0.3162,0.3253,16.4422,16.205,15.7245,917.717
0.0,0.1438,0.3151,0.3258,17.0762,16.7375,16.0678,914.31
0.0,0.1432,0.3145,0.326,16.2971,16.1754,15.8757,916.589
0.0,0.142,0.3134,0.326,15.4047,15.4314,15.4274,916.929
0.0,0.1412,0.3127,0.3262,14.1867,14.3913,14.7327,918.392
0.0,0.1359,0.3093,0.3255,12.9435,13.2891,13.9155,919.653
0.0,0.1329,0.3057,0.3246,11.538,12.0446,12.9699,925.228
0.0,0.1396,0.3053,0.3259,11.0727,11.5131,12.3491,907.638
0.0,0.1375,0.3036,0.3257,10.1643,10.6744,11.6545,909.331
0.0,0.1332,0.2993,0.3247,10.0819,10.4817,11.279,913.659
0.0,0.1328,0.2987,0.3258,12.2108,12.0824,11.9519,920.209
0.0,0.1298,0.2942,0.3248,13.1374,12.9214,12.5578,921.271
0.0,0.1273,0.2893,0.3237,13.2946,13.1367,12.8443,929.095
0.0,0.1236,0.2802,0.3215,15.0167,14.5207,13.6681,936.903
0.0,0.1215,0.2732,0.3199,16.1228,15.524,14.4641,950.452
0.0,0.128,0.2708,0.3204,16.4891,15.9478,14.9641,934.404
0.0,0.1256,0.2654,0.3192,15.1142,14.981,14.6496,939.808
0.0,0.1242,0.262,0.3183,13.8405,13.9348,14.0373,950.636
0.0,0.1409,0.2616,0.3196,13.5247,13.5868,13.6792,936.234
0.0,0.1351,0.2593,0.3189,11.5323,11.9557,12.7037,937.74
0.0,0.1319,0.2572,0.3181,9.6983,10.3509,11.5394,947.711
0.0,0.1555,0.257,0.3195,8.9309,9.5512,10.7174,932.898
0.0,0.2826,0.4222,0.3279,9.5246,9.8448,10.5584,807.421
0.0,0.2804,0.421,0.3565,8.9878,9.3007,10.1463,730.316
0.0,0.2817,0.4217,0.4024,9.9644,10.0541,10.3708,608.357
0.0,0.2808,0.4213,0.4029,12.3265,12.0406,11.4531,610.836
0.0,0.2802,0.4209,0.4137,16.0254,15.2559,13.4929,577.957
0.0,0.2717,0.4181,0.4131,15.4267,15.053,14.0534,585.775
0.0,0.2618,0.4116,0.4124,12.3363,12.571,12.9688,596.873
0.0,0.2722,0.4108,0.4132,9.7641,10.2922,11.4535,589.761
0.0,0.2834,0.4226,0.4172,8.1217,8.7169,10.1296,569.561
0.0,0.2837,0.4228,0.4225,7.1774,7.743,9.1475,555.608
1.1092,0.2818,0.4218,0.429,7.6759,8.0124,8.9174,475.237
0.8639,0.2768,0.4199,0.4286,6.8651,7.31,8.4074,535.696
