Date,Tileflowmm,VWC_10cm,VWC_20cm,VWC_50cm,TMP_10cm,TMP_20cm,TMP_50cm,wattbl distance from soil surface (mm),TilePg/ha,SurPg/ha,TileNo3kg/ha,SurNo3kg/ha
4/17/2023,0.133034648,,,,,,,503.8344,0.02209783,0,0.01066765,0
4/18/2023,0.051708427,,,,,,,582.7776,0.00657505,0,0.005260665,0
4/19/2023,0.030993608,,,,,,,611.7336,0.004170607,0,0.003069798,0
4/20/2023,0.041650987,0.218,0.405,0.471,13.74722222,10.975,9.338888889,617.5248,0.005674619,0,0.004040237,0
4/21/2023,0.045704628,0.208,0.401,0.471,12.61555556,11.55777778,9.533333333,604.1136,0.005951314,0,0.004394412,0
4/22/2023,0.056951485,,,,,,,601.98,0.007181915,0,0.005484407,0
4/23/2023,0.019960317,,,,,,,652.8816,0.002515,0,0.001972028,0
4/24/2023,0.012932754,,,,,,,687.0192,0.001635262,0,0.001307008,0
4/25/2023,0.015471645,,,,,,,708.66,0.001976734,0,0.001582582,0
4/26/2023,0.011222115,,,,,,,730.3008,0.001442827,0,0.001137829,0
4/27/2023,0.024478807,,,,,,,721.7664,0.004675249,0,0.002567362,0
4/28/2023,0.06298428,,,,,,,668.1216,0.012237159,0,0.006450165,0
4/29/2023,0.055624953,,,,,,,602.8944,0.007369689,0,0.005408894,0
4/30/2023,0.201003031,,,,,,,580.9488,0.02697954,0,0.021045612,0
5/1/2023,0.272444396,,,,,,,366.3696,0.038108966,0,0.032018459,0
5/2/2023,1.507872088,,,,,,,263.3472,0.223486531,0,0.204669884,0
5/3/2023,0.896361047,,,,,,,196.9008,0.13872423,0,0.129440866,0
5/4/2023,0.500537513,0.377,0.433,0.491,11.77222222,10,8.6,235.6104,0.079023842,0,0.066573634,0
5/5/2023,0.32511199,0.366,0.416,0.475,10.84837963,9.748842593,8.841435185,283.464,0.051635593,0,0.040062204,0
5/6/2023,0.246416185,0.359,0.416,0.474,11.97685185,10.86226852,9.340277778,323.088,0.038272896,0,0.029115402,0
5/7/2023,0.317413017,0.355,0.411,0.477,13.61226852,11.83217593,9.783564815,324.612,0.048159774,0,0.036381878,0
5/8/2023,0.248013415,0.392,0.415,0.479,14.57881137,13.17183463,10.44315245,276.7584,0.036794255,0,0.028166503,0
5/9/2023,0.278211233,,,,,,,280.416,0.040538556,0,0.031504142,0
5/10/2023,0.253631194,0.397,0.431,0.493,17.67063492,14.36904762,11.57142857,291.9984,0.028317553,0,0.028602872,0
5/11/2023,0.219908147,0.375,0.424,0.481,15.49305556,14.00925926,11.6875,344.1192,0.005570242,0,0.023980465,0
5/12/2023,0.189864401,0.36,0.414,0.479,15.5462963,14.32523148,12.04166667,380.0856,0.005902684,0,0.020305905,0
5/13/2023,0.154759785,0.375,0.441,0.49,16.63333333,15.08888889,12.27777778,420.9288,0.005840422,0,0.01631771,0
5/14/2023,0.102552784,,,,,,,475.1832,0.003897006,0,0.010776416,0
5/15/2023,0.125497505,0.305,0.407,0.483,18.46296296,16.08333333,13.23611111,494.0808,0.004746613,0,0.013115411,0
5/16/2023,0.180725917,0.28,0.384,0.462,15.56365741,14.9537037,13.2025463,450.7992,0.006751479,0,0.018716734,0
5/17/2023,0.088507728,0.28,0.411,0.486,16.33333333,16.16666667,14,519.9888,0.003264921,0,0.009103567,0
5/18/2023,0.071924241,,,,,,,548.64,0.002614021,0,0.007388649,0
5/19/2023,0.085247331,,,,,,,547.7256,0.003110731,0,0.009101357,0
5/20/2023,0.751637241,,,,,,,528.828,0.028495063,0,0.0894398,0
5/21/2023,0.350668606,,,,,,,294.7416,0.013384133,0,0.044581334,0
5/22/2023,0.191888164,0.328,0.414,0.48,19.43464052,16.12418301,13.49673203,345.948,0.006756832,0,0.023908143,0
5/23/2023,0.159001239,0.3,0.401,0.47,17.30208333,15.90972222,13.66087963,385.572,0.005282961,0,0.019308014,0
5/24/2023,0.131572461,0.274,0.375,0.471,17.76157407,16.39814815,13.95717593,426.72,0.004423948,0,0.015543244,0
5/25/2023,0.091212946,,,,,,,473.964,0.003042738,0,0.010544411,0
5/26/2023,0.080357628,,,,,,,517.8552,0.002525085,0,0.009278446,0
5/27/2023,0.080540918,,,,,,,542.8488,0.003338079,0,0.009207141,0
5/28/2023,0.101550078,,,,,,,537.6672,0.007626067,0,0.011276727,0
5/29/2023,0.093669947,0.179,0.346,0.443,21.13333333,17.52222222,14.10740741,546.2016,0.008422759,0,0.010119507,0
5/30/2023,0.074702077,0.168,0.336,0.427,19.4212963,17.35300926,14.52662037,555.0408,0.004766662,0,0.007876628,0
5/31/2023,0.067356039,0.158,0.33,0.419,20.43518519,18.24537037,15.0474537,580.3392,0.003093949,0,0.006950673,0
6/1/2023,0.066998281,0.147,0.326,0.413,20.90162037,18.74421296,15.53356481,583.9968,0.00310328,0,0.006799755,0
6/2/2023,0.073012468,0.145,0.317,0.397,20.90277778,18.9849537,15.90509259,589.788,0.003430191,0,0.007307171,0
6/3/2023,0.073782975,0.137,0.319,0.388,21.29398148,19.44097222,16.23726852,594.9696,0.0034678,0,0.007317936,0
6/4/2023,0.062039076,0.12,0.312,0.377,20.82175926,19.38425926,16.53472222,615.3912,0.002612301,0,0.006097099,0
6/5/2023,0.058476893,0.141,0.328,0.386,18.63194444,19.44444444,16.66666667,636.1176,0.001575674,0,0.005699263,0
6/6/2023,0.069950679,,,,,,,637.032,0.001492126,0,0.006855355,0
6/7/2023,0.065144864,,,,,,,653.1864,0.002409002,0,0.006611259,0
6/8/2023,0.06598603,,,,,,,674.5224,0.002913702,0,0.006826636,0
6/9/2023,0.051321372,,,,,,,704.088,0.001908819,0,0.005287282,0
6/10/2023,0.05910074,,,,,,,711.0984,0.002194806,0,0.00684429,0
6/11/2023,0.392372174,,,,,,,705.3072,0.02153109,0,0.063638238,0
6/12/2023,0.939323775,,,,,,,313.6392,0.17960431,0,0.219744339,0
6/13/2023,1.158562922,,,,,,,337.1088,0.328065639,0,0.531410862,0
6/14/2023,4.433831018,0.328,0.437,0.326,19.13580247,17.00925926,15.57407407,210.0072,0.585306762,0,1.509418488,0
6/15/2023,1.212895067,0.313,0.411,0.33,17.93402778,16.85648148,15.66203704,272.1864,0.045079704,0,0.26092002,0
6/16/2023,0.676198538,0.301,0.397,0.328,17.83796296,17.34837963,15.85648148,353.8728,0.023599572,0,0.131324608,0
6/17/2023,0.481191345,0.29,0.408,0.326,17.85069444,16.93865741,15.89236111,402.6408,0.016525922,0,0.088068035,0
6/18/2023,0.389363599,0.274,0.382,0.335,18.89930556,17.65393519,15.97337963,448.056,0.013155087,0,0.067712301,0
6/19/2023,0.3007114,0.238,0.388,0.327,18.18222222,18.10222222,16.12,493.4712,0.010038717,0,0.050594418,0
6/20/2023,0.143692516,0.241,0.387,0.341,20.83333333,18.78645833,16.54166667,552.6024,0.005210004,0,0.02380426,0
6/21/2023,0.092625947,0.219,0.365,0.338,20.76736111,19.26157407,16.84375,582.7776,0.003664632,0,0.015087694,0
6/22/2023,0.107418347,0.209,0.353,0.345,19.62198068,19.17874396,17.18115942,590.3976,0.00415661,0,0.017059396,0
6/23/2023,0.101026914,0.203,0.362,0.339,19.57523148,18.8125,17.16666667,605.6376,0.003812843,0,0.015649241,0
6/24/2023,0.075334663,0.208,0.356,0.339,20.87847222,19.30787037,17.26736111,638.2512,0.002767188,0,0.01136458,0
6/25/2023,0.094597183,0.204,0.355,0.345,21.23958333,19.93171296,17.50347222,639.7752,0.00483524,0,0.01461535,0
6/26/2023,0.212268959,0.205,0.35,0.342,21.25347222,20.22222222,17.80787037,639.4704,0.017921103,0,0.036093298,0
6/27/2023,0.236913873,0.293,0.4,0.346,19.9837963,19.63541667,18.01388889,582.7776,0.016898823,0,0.040235377,0
6/28/2023,0.078034191,0.282,0.386,0.347,20.03703704,19.23148148,17.78935185,650.1384,0.004990023,0,0.012908942,0
6/29/2023,0.077661558,0.267,0.372,0.348,20.84027778,19.59259259,17.80555556,683.0568,0.00420142,0,0.012398034,0
6/30/2023,0.037480417,0.247,0.363,0.346,22.26736111,20.56944444,18.05092593,718.7184,0.002736286,0,0.006436052,0
7/1/2023,0.026479086,0.232,0.356,0.346,22.77662037,21.30787037,18.47106481,728.1672,0.001417064,0,0.00450178,0
7/2/2023,0.157221417,0.229,0.357,0.347,22.78125,21.49537037,18.85416667,720.5472,0.015512383,0,0.026000679,0
7/3/2023,0.05697426,0.292,0.35,0.349,22.68402778,21.50578704,19.04861111,733.044,0.005718064,0,0.008967157,0
7/4/2023,0.021380678,0.256,0.354,0.349,23.24074074,21.78472222,19.20949074,781.812,0.001562141,0,0.003377106,0
7/5/2023,0.004150908,0.223,0.347,0.347,23.35532407,22.00925926,19.45138889,801.624,0.000236032,0,0.000602873,0
7/6/2023,0.002679015,0.201,0.341,0.347,23.29398148,22.17708333,19.66203704,815.9496,0.000217305,0,0.000348714,0
7/7/2023,0.000511225,0.186,0.342,0.347,23.04513889,22.07638889,19.72800926,849.1728,4.26E-05,0,6.51E-05,0
7/8/2023,0.006529647,0.18,0.339,0.349,21.75925926,21.40277778,19.80555556,851.3064,0.000526158,0,0.000824095,0
7/9/2023,0.003716771,0.271,0.336,0.345,21.14814815,20.86342593,19.63425926,795.8328,0.000297342,0,0.00046164,0
7/10/2023,0.000460934,0.215,0.334,0.345,20.96412037,20.40277778,19.34953704,860.4504,3.69E-05,0,5.56E-05,0
7/11/2023,0,0.18,0.331,0.346,21.56712963,20.77199074,19.2974537,902.8176,0,0,0,0
7/12/2023,0,0.164,0.333,0.344,22.37731481,21.28472222,19.35416667,934.8216,0,0,0,0
7/13/2023,0,0.157,0.322,0.341,22.96296296,21.72453704,19.56018519,957.9864,0,0,0,0
7/14/2023,0,0.148,0.326,0.338,22.61226852,21.69212963,19.75347222,990.9048,0,0,0,0
7/15/2023,0.000975891,0.143,0.321,0.341,21.83796296,21.56018519,19.87847222,1003.0968,8.20E-05,0,9.91E-05,0
7/16/2023,4.61E-05,0.243,0.32,0.339,22.02777778,21.2349537,19.78125,911.9616,3.88E-06,0,4.65E-06,0
7/17/2023,0,0.207,0.321,0.339,22.36805556,21.58912037,19.86226852,967.4352,0,0,0,0
7/18/2023,0,0.178,0.322,0.339,22.24537037,21.55671296,19.90277778,1013.46,0,0,0,0
7/19/2023,0.000121085,0.163,0.323,0.337,21.81134259,21.28240741,19.9212963,1053.3888,1.06E-05,0,1.13E-05,0
7/20/2023,0,0.156,0.322,0.336,22.45601852,21.56134259,19.90277778,1064.6664,0,0,0,0
7/21/2023,0,0.19,0.325,0.336,22.0162037,21.50231481,19.99537037,1072.5912,0,0,0,0
7/22/2023,0,0.164,0.322,0.336,21.4525463,21.06365741,19.96875,1099.7184,0,0,0,0
7/23/2023,0,0.151,0.322,0.335,21.05902778,20.85185185,19.8287037,1130.1984,0,0,0,0
7/24/2023,0,0.148,0.321,0.332,21.50810185,20.79513889,19.69444444,1171.3464,0,0,0,0
7/25/2023,0,0.141,0.314,0.326,22.26967593,21.28472222,19.72222222,1199.6928,0,0,0,0
7/26/2023,0,0.131,0.318,0.329,22.39351852,21.49768519,19.87268519,1228.0392,0,0,0,0
7/27/2023,0,0.136,0.317,0.327,24.54398148,22.62037037,20.0787037,1270.1016,0,0,0,0
7/28/2023,0,0.127,0.317,0.328,24.2962963,23.08217593,20.51388889,1300.2768,0,0,0,0
7/29/2023,0,0.133,0.314,0.33,24.10185185,23.125,20.81944444,1326.1848,0,0,0,0
7/30/2023,0,0.132,0.315,0.326,22.7037037,22.31365741,20.81018519,1344.7776,0,0,0,0
7/31/2023,0,0.129,0.314,0.324,21.58680556,21.56597222,20.60185185,1368.552,0,0,0,0
8/1/2023,0,0.12,0.306,0.32,20.94560185,20.90162037,20.31712963,1392.3264,0,0,0,0
8/2/2023,0,0.123,0.309,0.317,21.06365741,20.69791667,20.02314815,1417.0152,0,0,0,0
8/3/2023,0,0.124,0.303,0.317,21.50115741,20.79861111,19.83449074,1441.0944,0,0,0,0
8/4/2023,0,0.121,0.304,0.315,22.33564815,21.2650463,19.87615741,1471.2696,0,0,0,0
8/5/2023,0,0.116,0.304,0.314,21.89699074,21.37384259,19.98726852,1487.1192,0,0,0,0
8/6/2023,0,0.116,0.305,0.314,22.42361111,21.54282407,20.06944444,1493.2152,0,0,0,0
8/7/2023,0,0.116,0.306,0.312,21.56712963,21.31828704,20.11111111,1485.2904,0,0,0,0
8/8/2023,0,0.12,0.305,0.312,21.72569444,21.00462963,20.00925926,1511.808,0,0,0,0
8/9/2023,0,0.123,0.308,0.31,21.82523148,21.21759259,19.96412037,1518.2088,0,0,0,0
8/10/2023,0,0.126,0.309,0.309,22.45601852,21.54398148,20.08333333,1523.0856,0,0,0,0
8/11/2023,0,0.129,0.309,0.309,22.57060185,21.72222222,20.15277778,,0,0,0,0
8/12/2023,0,0.127,0.31,0.31,23.10532407,22.08333333,20.28356481,,0,0,0,0
8/13/2023,0,0.166,0.313,0.31,22.43055556,21.89930556,20.43055556,,0,0,0,0
8/14/2023,0,0.162,0.31,0.31,21.67708333,21.62962963,20.5,,0,0,0,0
8/15/2023,0,0.297,0.321,0.31,20.91550926,20.93055556,20.28935185,,0,0,0,0
8/16/2023,0,0.281,0.381,0.309,20.78125,20.52546296,20.04166667,,0,0,0,0
8/17/2023,0,0.262,0.368,0.308,20.61689815,20.57060185,19.88310185,,0,0,0,0
8/18/2023,0,0.268,0.358,0.308,19.92939815,20.0787037,19.81712963,,0,0,0,0
8/19/2023,0,0.236,0.35,0.307,19.09722222,19.30208333,19.4849537,,0,0,0,0
8/20/2023,0,0.194,0.347,0.308,20.37962963,19.73842593,19.23148148,,0,0,0,0
8/21/2023,0,0.178,0.342,0.307,22.29513889,21.00810185,19.41898148,,0,0,0,0
8/22/2023,0,0.161,0.332,0.309,22.51041667,21.64236111,19.82291667,,0,0,0,0
8/23/2023,0,0.153,0.327,0.306,22.40625,21.57638889,20.06597222,,0,0,0,0
8/24/2023,0.029123418,0.155,0.332,0.293,23.58217593,22.38078704,20.35069444,,0.010015564,0,3.60E-06,0
8/25/2023,0,0.29,0.428,0.297,24.43055556,23.19097222,20.72569444,,0,0,0,0
8/26/2023,0,0.264,0.424,0.308,23.40856481,22.86805556,21.09259259,,0,0,0,0
8/27/2023,0,0.232,0.411,0.312,22.72337963,22.4525463,21.10648148,,0,0,0,0
8/28/2023,0,0.204,0.4,0.317,21.04050926,21.40162037,20.92592593,,0,0,0,0
8/29/2023,0,0.181,0.379,0.323,20.22569444,20.54861111,20.51157407,,0,0,0,0
8/30/2023,0,0.17,0.367,0.322,20.1875,20.44444444,20.20717593,,0,0,0,0
8/31/2023,0,0.156,0.365,0.319,18.86226852,19.34953704,19.82175926,,0,0,0,0
9/1/2023,0,0.149,0.351,0.324,18.75,19.01273148,19.37268519,,0,0,0,0
9/2/2023,0,0.143,0.344,0.322,19.62731481,19.28009259,19.13888889,,0,0,0,0
9/3/2023,0,0.14,0.335,0.324,21.41319444,20.32638889,19.22222222,,0,0,0,0
9/4/2023,0,0.135,0.335,0.324,22.47453704,21.31018519,19.59606481,,0,0,0,0
9/5/2023,0,0.136,0.33,0.323,22.63657407,21.62962963,19.91898148,,0,0,0,0
9/6/2023,0,0.132,0.327,0.324,22.78009259,22.01388889,20.25,,0,0,0,0
9/7/2023,0,0.131,0.327,0.325,21.85763889,21.60648148,20.41666667,,0,0,0,0
9/8/2023,0,0.127,0.323,0.327,21.01041667,21.02546296,20.28703704,,0,0,0,0
9/9/2023,0,0.127,0.323,0.324,20.46296296,20.49768519,20.12847222,,0,0,0,0
9/10/2023,0,0.129,0.322,0.322,20.22106481,20.23726852,19.8599537,,0,0,0,0
9/11/2023,0,0.123,0.315,0.321,19.11574074,19.41203704,19.65162037,,0,0,0,0
9/12/2023,0,0.126,0.315,0.318,19.66087963,19.63657407,19.41203704,,0,0,0,0
9/13/2023,0,0.121,0.315,0.315,18.38194444,18.87152778,19.19328704,,0,0,0,0
9/14/2023,0,0.119,0.308,0.313,17.27430556,17.98148148,18.79976852,,0,0,0,0
9/15/2023,0,0.118,0.31,0.311,17.02314815,17.56481481,18.38888889,,0,0,0,0
9/16/2023,0,0.11,0.304,0.31,16.6087963,17.14351852,18.0474537,,0,0,0,0
9/17/2023,0,0.114,0.306,0.307,17.55208333,17.48148148,17.78935185,,0,0,0,0
9/18/2023,0,0.114,0.305,0.306,17.41666667,17.54861111,17.74652778,,0,0,0,0
9/19/2023,0,0.11,0.302,0.303,16.2662037,16.77777778,17.55208333,,0,0,0,0
9/20/2023,0,0.113,0.305,0.305,17.71759259,17.34143519,17.35763889,,0,0,0,0
9/21/2023,0,0.111,0.303,0.301,17.6712963,17.50462963,17.43402778,,0,0,0,0
9/22/2023,0,0.108,0.305,0.302,18.06712963,17.72916667,17.5,,0,0,0,0
9/23/2023,0,0.107,0.3,0.299,17.31828704,17.51157407,17.51041667,,0,0,0,0
9/24/2023,0,0.107,0.297,0.295,17.27083333,17.26041667,17.42708333,,0,0,0,0
9/25/2023,0,0.109,0.303,0.296,18.32523148,17.86458333,17.4375,,0,0,0,0
9/26/2023,0,0.109,0.301,0.297,18.5462963,18.09837963,17.51388889,,0,0,0,0
9/27/2023,0,0.107,0.303,0.294,17.94212963,17.94791667,17.67013889,,0,0,0,0
9/28/2023,0,0.108,0.301,0.294,17.78125,17.69560185,17.57291667,,0,0,0,0
9/29/2023,0,0.109,0.303,0.295,18.66203704,18.10416667,17.54513889,,0,0,0,0
9/30/2023,0,0.108,0.297,0.293,18.33449074,18.03703704,17.66319444,,0,0,0,0
10/1/2023,0,0.108,0.299,0.295,18.14236111,17.9849537,17.65277778,,0,0,0,0
10/2/2023,0,0.107,0.301,0.293,18.36689815,18.04513889,17.62847222,,0,0,0,0
10/3/2023,0,0.107,0.295,0.294,18.77430556,18.27893519,17.66319444,,0,0,0,0
10/4/2023,0,0.107,0.297,0.29,19.03240741,18.50810185,17.75347222,,0,0,0,0
10/5/2023,0,0.107,0.302,0.291,18.65046296,18.51967593,17.83796296,,0,0,0,0
10/6/2023,0,0.163,0.301,0.291,18.1099537,18.14583333,17.82986111,,0,0,0,0
10/7/2023,0,0.144,0.294,0.289,15.12152778,16.57060185,17.58680556,,0,0,0,0
10/8/2023,0,0.14,0.293,0.285,13.67013889,15.04398148,16.89236111,,0,0,0,0
10/9/2023,0,0.133,0.292,0.282,13.0150463,14.28819444,16.21180556,,0,0,0,0
10/10/2023,0,0.134,0.289,0.278,12.1875,13.40972222,15.59027778,,0,0,0,0
10/11/2023,0,0.129,0.29,0.275,13.25810185,13.65625,15.16203704,,0,0,0,0
10/12/2023,0,0.135,0.29,0.272,14.24189815,14.30555556,15.04861111,,0,0,0,0
10/13/2023,0,0.126,0.292,0.275,13.64699074,14.14583333,15.04166667,,0,0,0,0
10/14/2023,0,0.134,0.289,0.275,13.60416667,14.21527778,15.03125,,0,0,0,0
10/15/2023,0,0.237,0.286,0.274,12.90625,13.61805556,14.83333333,,0,0,0,0
10/16/2023,0,0.222,0.292,0.272,12.64467593,13.29976852,14.60185185,,0,0,0,0
10/17/2023,0,0.212,0.286,0.271,12.6099537,13.26273148,14.39236111,,0,0,0,0
10/18/2023,0,0.206,0.288,0.27,11.59953704,12.46064815,14.1412037,,0,0,0,0
10/19/2023,0,0.206,0.287,0.269,12.0775463,12.61805556,13.89814815,,0,0,0,0
10/20/2023,0,0.259,0.294,0.269,12.80092593,12.96875,13.83680556,,0,0,0,0
10/21/2023,0,0.237,0.294,0.269,12.03819444,12.71412037,13.78819444,,0,0,0,0
10/22/2023,0,0.234,0.292,0.27,12.00578704,12.4849537,13.62037037,,0,0,0,0
10/23/2023,0,0.223,0.289,0.268,10.20023148,11.39467593,13.38657407,,0,0,0,0
10/24/2023,0,0.22,0.288,0.266,11.76388889,11.7025463,13.02083333,,0,0,0,0
10/25/2023,0,0.209,0.294,0.268,13.93634259,13.30671296,13.16319444,,0,0,0,0
10/26/2023,0,0.198,0.304,0.27,14.83217593,14.1087963,13.56365741,,0,0,0,0
10/27/2023,0,0.184,0.304,0.272,15.97337963,15.02199074,14.03009259,,0,0,0,0
10/28/2023,0,0.18,0.307,0.274,16.00694444,15.54513889,14.55787037,,0,0,0,0
10/29/2023,0,0.181,0.308,0.273,14.0625,14.58449074,14.69444444,,0,0,0,0
10/30/2023,0,0.267,0.35,0.271,12.29513889,13.43171296,14.46527778,,0,0,0,0
10/31/2023,0,0.253,0.41,0.269,8.628472222,10.97685185,13.78703704,,0,0,0,0
11/1/2023,0,0.245,0.4,0.267,7.771990741,9.491898148,12.75115741,,0,0,0,0
11/2/2023,0,0.243,0.39,0.264,7.106481481,8.653935185,11.91435185,,0,0,0,0
11/3/2023,0,0.235,0.389,0.264,8.091435185,8.804398148,11.35069444,,0,0,0,0
11/4/2023,0,0.225,0.387,0.264,9.635416667,9.724537037,11.21759259,,0,0,0,0
11/5/2023,0,0.214,0.385,0.264,9.384444444,9.92,11.32444444,,0,0,0,0
11/6/2023,0,0.203,0.377,0.264,9.197916667,9.655092593,11.24768519,,0,0,0,0
11/7/2023,0,0.196,0.378,0.262,11.10416667,10.87268519,11.30208333,,0,0,0,0
11/8/2023,0,0.192,0.373,0.266,10.02893519,10.41319444,11.48148148,,0,0,0,0
11/9/2023,0,0.184,0.371,0.264,11.65046296,11.41203704,11.57986111,,0,0,0,0
11/10/2023,0,0.175,0.375,0.267,9.976851852,10.70023148,11.68865741,,0,0,0,0
11/11/2023,0,0.168,0.367,0.266,8.486111111,9.678240741,11.45023148,,0,0,0,0
11/12/2023,0,0.157,0.359,0.265,7.15162037,8.59837963,10.98611111,,0,0,0,0
11/13/2023,0,0.155,0.355,0.263,6.954861111,8.009259259,10.48958333,,0,0,0,0
11/14/2023,0,0.152,0.349,0.263,6.460648148,7.710648148,10.09490741,,0,0,0,0
11/15/2023,0,0.147,0.346,0.262,5.961805556,7.119212963,9.743055556,,0,0,0,0
11/16/2023,0,0.143,0.334,0.261,7.3125,7.513888889,9.407407407,,0,0,0,0
11/17/2023,0,0.147,0.338,0.262,9.804398148,9.221064815,9.596064815,,0,0,0,0
11/18/2023,0,0.271,0.358,0.263,7.653935185,8.6875,9.960648148,,0,0,0,0
11/19/2023,0,0.264,0.374,0.262,6.690972222,7.678240741,9.701388889,,0,0,0,0
11/20/2023,0,0.259,0.372,0.259,5.864583333,6.971064815,9.342592593,1519.428,0,0,0,0
11/21/2023,0,0.259,0.373,0.26,7,7.252314815,9.053240741,,0,0,0,0
11/22/2023,0,0.292,0.413,0.261,7.175925926,7.652777778,9.078703704,,0,0,0,0
11/23/2023,0,0.295,0.409,0.26,6.652777778,7.363425926,9.039351852,,0,0,0,0
11/24/2023,0,0.289,0.395,0.26,5.08912037,6.549768519,8.83912037,,0,0,0,0
11/25/2023,0,0.288,0.393,0.259,3.265046296,5.012731481,8.268518519,1524,0,0,0,0
11/26/2023,0,0.287,0.393,0.258,2.94212963,4.349537037,7.634259259,1524,0,0,0,0
11/27/2023,0,0.306,0.399,0.257,2.869212963,4.30787037,7.226851852,,0,0,0,0
11/28/2023,0,0.298,0.397,0.257,1.402777778,3.269675926,6.825231481,,0,0,0,0
11/29/2023,0,0.295,0.394,0.253,0.958333333,2.55787037,6.268518519,1524,0,0,0,0
11/30/2023,0,0.298,0.395,0.254,2.34837963,2.763888889,5.822916667,1524,0,0,0,0
12/1/2023,0,0.302,0.394,0.257,4.578703704,4.388888889,5.896990741,,0,0,0,0
12/2/2023,0,0.328,0.421,0.256,6.136574074,5.664351852,6.342592593,,0,0,0,0
12/3/2023,0,0.327,0.411,0.258,6.267361111,6.277777778,6.846064815,1524,0,0,0,0
12/4/2023,0,0.317,0.41,0.258,5.650462963,6.087962963,7.134259259,,0,0,0,0
12/5/2023,0,0.319,0.405,0.259,5.194444444,5.802083333,7.164351852,,0,0,0,0
12/6/2023,0,0.327,0.406,0.259,4.596064815,5.439814815,7.064814815,,0,0,0,0
12/7/2023,0,0.322,0.409,0.26,4.422453704,5.083333333,6.875,,0,0,0,0
12/8/2023,0,0.319,0.402,0.259,5.541666667,5.465277778,6.752314815,,0,0,0,0
12/9/2023,0,0.322,0.41,0.26,8.045138889,7.030092593,7.034722222,,0,0,0,0
12/10/2023,0,0.349,0.423,0.261,6.412037037,7.155092593,7.571759259,,0,0,0,0
12/11/2023,0,0.333,0.417,0.262,4.523148148,5.789351852,7.506944444,,0,0,0,0
12/12/2023,0,0.334,0.407,0.26,3.383101852,4.653935185,7.048611111,,0,0,0,0
12/13/2023,0,0.328,0.408,0.259,2.53125,3.982638889,6.599537037,,0,0,0,0
12/14/2023,0,0.328,0.402,0.259,2.172453704,3.387731481,6.111111111,,0,0,0,0
12/15/2023,0,0.325,0.406,0.258,3.015046296,3.550925926,5.789351852,,0,0,0,0
12/16/2023,0,0.318,0.401,0.258,2.952546296,3.637731481,5.6875,,0,0,0,0
12/17/2023,0,0.329,0.404,0.259,5.012731481,4.678240741,5.712962963,,0,0,0,0
12/18/2023,0,0.352,0.427,0.262,4.297453704,4.997685185,6.030092593,,0,0,0,0
12/19/2023,0,0.341,0.419,0.26,2.688657407,3.875,5.962962963,,0,0,0,0
12/20/2023,0,0.339,0.412,0.262,2.174768519,3.203703704,5.601851852,,0,0,0,0
12/21/2023,0,0.338,0.407,0.261,3.203703704,3.538194444,5.353009259,,0,0,0,0
12/22/2023,0,0.338,0.405,0.26,4.34375,4.336805556,5.408564815,,0,0,0,0
12/23/2023,0,0.342,0.419,0.263,5.201388889,5.017361111,5.706018519,,0,0,0,0
12/24/2023,0,0.354,0.425,0.264,6.563657407,5.931712963,6.019675926,,0,0,0,0
12/25/2023,0,0.348,0.416,0.267,7.153935185,6.600694444,6.509259259,,0,0,0,0
12/26/2023,0,0.344,0.416,0.269,8.621527778,7.671296296,6.939814815,,0,0,0,0
12/27/2023,0,0.359,0.432,0.273,7.918981481,7.787037037,7.458333333,,0,0,0,0
12/28/2023,0,0.359,0.432,0.274,7.229166667,7.488425926,7.611111111,,0,0,0,0
12/29/2023,0,0.349,0.421,0.28,5.756944444,6.62962963,7.571759259,,0,0,0,0
12/30/2023,0,0.344,0.42,0.289,5.295138889,6.018518519,7.319444444,,0,0,0,0
12/31/2023,0,0.341,0.415,0.3,4.462962963,5.476851852,7.043981481,,0,0,0,0
