0,1,2,3,4,5,6,7
0.0,0.3284,0.4143,0.2991,2.4628,3.1337,5.1507,1619.576
0.0,0.3259,0.4133,0.2989,2.4899,2.9449,4.5002,1619.903
0.0,0.3335,0.417,0.3085,4.8019,4.8597,5.2597,1620.227
0.0,0.3335,0.417,0.3087,4.7774,4.9392,5.5031,1620.504
0.0,0.3321,0.4162,0.3085,2.4336,2.9545,4.5373,1620.781
0.0,0.3296,0.4149,0.3082,1.9223,2.3895,3.9332,1621.093
0.0,0.3276,0.4139,0.308,1.4661,1.9309,3.4745,1621.433
0.0,0.3248,0.4128,0.3078,1.5067,1.9094,3.2833,1621.752
0.0,0.3248,0.4128,0.3078,-2.697,-1.7066,1.2962,1621.752
0.0,0.3335,0.417,0.3415,2.2933,2.341,2.7453,1622.35
0.0,0.3316,0.4159,0.3664,7.3854,6.778,5.443,1622.625
0.0,0.3319,0.4161,0.3701,8.4299,8.0531,6.97,1622.955
0.0,0.3311,0.4157,0.37,5.8333,6.0325,6.4734,1623.275
0.0,0.3308,0.4155,0.37,3.4958,3.9761,5.3095,1623.567
0.0,0.3306,0.4154,0.37,3.2582,3.6301,4.7823,1623.845
0.0,0.3293,0.4147,0.3698,3.9002,4.1185,4.8614,1624.121
0.0,0.3281,0.4141,0.3697,0.7624,1.4761,3.494,1624.428
0.0,0.3281,0.4141,0.3697,-1.4802,-0.6126,1.9461,1624.428
0.0,0.3321,0.4163,0.3742,1.4971,1.7257,2.6187,1624.993
0.0,0.3321,0.417,0.3755,-0.2886,0.2544,2.0047,1624.993
0.0,0.331,0.4164,0.3754,0.1923,0.6072,1.9583,1624.993
0.0,0.3299,0.4159,0.3753,0.4877,0.853,2.0352,1625.876
0.0,0.3326,0.4159,0.3753,1.0687,1.3512,2.2942,1626.172
0.0,0.3337,0.4171,0.3831,2.441,2.544,2.9854,1626.44
0.0,0.3337,0.4171,0.3893,2.9495,3.0644,3.4767,1626.708
0.0,0.3337,0.4171,0.3893,2.909,3.0908,3.6636,1626.975
0.0,0.3331,0.4168,0.3892,2.5848,2.8392,3.6134,1627.242
0.0,0.332,0.4162,0.3891,2.5469,2.801,3.5942,1627.525
0.0,0.331,0.4156,0.389,2.5933,2.8406,3.6193,1627.823
0.0,0.329,0.4145,0.3887,2.4898,2.7586,3.5922,1628.116
0.0,0.3282,0.4142,0.3886,2.4667,2.7366,3.5779,1628.438
0.0,0.3256,0.4129,0.3884,2.5002,2.7644,3.592,1628.721
0.0,0.3249,0.4125,0.3883,2.7867,3.0099,3.7281,1629.05
0.0,0.3276,0.4137,0.3918,4.2189,4.2392,4.4181,1629.336
0.0,0.3276,0.4137,0.3918,7.0209,6.7011,5.9374,1629.771
0.0,0.3245,0.4121,0.3914,6.2149,6.2264,6.2175,1630.035
0.0,0.3215,0.4109,0.3912,3.7362,4.1612,5.2862,1630.383
0.0,0.3168,0.4093,0.3908,1.0376,1.7587,3.7652,1630.707
0.0,0.3149,0.4088,0.3907,-1.0144,-0.168,2.2599,1630.707
0.0,0.3134,0.4082,0.3906,-1.4655,-0.7386,1.4286,1630.707
0.0,0.3134,0.4082,0.3906,1.4837,1.6568,2.3432,1631.632
0.0,0.311,0.4128,0.3903,1.9012,2.0763,2.807,1631.896
0.0,0.3158,0.4124,0.3903,2.1937,2.4132,3.119,1632.225
0.0,0.3128,0.4113,0.39,2.507,2.713,3.3765,1632.509
0.0,0.3098,0.4102,0.3899,2.2647,2.5417,3.3774,1632.821
0.0,0.3087,0.4097,0.3898,1.617,1.9946,3.1008,1633.122
0.0,0.3087,0.4097,0.3898,2.3298,2.5576,3.308,1633.404
0.0,0.3071,0.4089,0.3897,2.7754,2.9656,3.5866,1633.665
0.0,0.3288,0.4082,0.3895,3.6464,3.7367,4.085,1633.96
0.0,0.3324,0.4164,0.3946,3.8372,3.9636,4.3787,1634.254
0.0,0.3316,0.416,0.3945,3.2799,3.5297,4.2675,1634.549
0.0,0.3299,0.415,0.3943,2.4853,2.8428,3.8918,1634.832
0.0,0.3282,0.4142,0.3941,2.32,2.6551,3.6797,1635.142
0.0,0.3293,0.4147,0.395,3.135,3.3193,3.9543,1635.442
0.0,0.3337,0.4171,0.4138,3.9513,4.049,4.4209,1635.823
0.0,0.3331,0.4168,0.4177,3.8068,3.9896,4.5452,1636.082
0.0,0.3331,0.4168,0.4177,2.2215,2.6682,3.9114,1636.356
0.0,0.331,0.4156,0.4174,-0.0326,0.6799,2.6741,1636.356
0.0,0.3289,0.4146,0.4172,-2.7209,-1.7512,0.9835,1636.356
